,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school01,school02,sex01,sex02,address01,address02,famsize01,famsize02,Pstatus01,Pstatus02,Mjob01,Mjob02,Fjob01,Fjob02,reason01,reason02,guardian01,guardian02,schoolsup01,schoolsup02,famsup01,famsup02,paid01,paid02,activities01,activities02,nursery01,nursery02,higher01,higher02,internet01,internet02,romantic01,romantic02
0,0.054087231918079265,0.06802170238514357,0.07329893163004568,0.06262242910851495,0.045715032088249445,0.0,0.04975955805747173,0.0445828723708323,0.06095691487793002,0.02912346855536793,0.019149499654047535,0.03955594970624174,0.03073530123537822,0.022065433651341327,0.026590353528634245,0.026537763753625387,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
1,0.0510823857004082,0.017005425596285893,0.01832473290751142,0.03131121455425748,0.045715032088249445,0.0,0.062199447571839664,0.0445828723708323,0.04571768615844752,0.02912346855536793,0.019149499654047535,0.03955594970624174,0.02049020082358548,0.022065433651341327,0.022158627940528537,0.026537763753625387,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
2,0.045072693265066056,0.017005425596285893,0.01832473290751142,0.03131121455425748,0.045715032088249445,0.18534061896456464,0.04975955805747173,0.0445828723708323,0.03047845743896501,0.05824693711073586,0.05744849896214261,0.03955594970624174,0.0512255020589637,0.030891607111877856,0.03545380470484566,0.04422960625604231,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
3,0.045072693265066056,0.06802170238514357,0.03664946581502284,0.03131121455425748,0.06857254813237416,0.0,0.0373196685431038,0.0297219149138882,0.03047845743896501,0.02912346855536793,0.019149499654047535,0.06592658284373623,0.01024510041179274,0.06619630095402397,0.062044158233479904,0.06634440938406347,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
4,0.04807753948273713,0.05101627678885768,0.05497419872253426,0.03131121455425748,0.045715032088249445,0.0,0.04975955805747173,0.0445828723708323,0.03047845743896501,0.02912346855536793,0.03829899930809507,0.06592658284373623,0.02049020082358548,0.02647852038160959,0.044317255881057074,0.04422960625604231,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
5,0.04807753948273713,0.06802170238514357,0.05497419872253426,0.03131121455425748,0.045715032088249445,0.0,0.062199447571839664,0.0594438298277764,0.03047845743896501,0.02912346855536793,0.03829899930809507,0.06592658284373623,0.0512255020589637,0.06619630095402397,0.0664758838215856,0.06634440938406347,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
6,0.04807753948273713,0.03401085119257179,0.03664946581502284,0.03131121455425748,0.045715032088249445,0.0,0.04975955805747173,0.0594438298277764,0.06095691487793002,0.02912346855536793,0.019149499654047535,0.03955594970624174,0.0,0.05295704076321918,0.05318070705726849,0.04865256688164654,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
7,0.0510823857004082,0.06802170238514357,0.07329893163004568,0.06262242910851495,0.045715032088249445,0.0,0.04975955805747173,0.0148609574569441,0.06095691487793002,0.02912346855536793,0.019149499654047535,0.013185316568747246,0.03073530123537822,0.02647852038160959,0.022158627940528537,0.026537763753625387,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
8,0.045072693265066056,0.05101627678885768,0.03664946581502284,0.03131121455425748,0.045715032088249445,0.0,0.04975955805747173,0.0297219149138882,0.03047845743896501,0.02912346855536793,0.019149499654047535,0.013185316568747246,0.0,0.07060938768429224,0.07977106058590273,0.08403625188648038,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
9,0.045072693265066056,0.05101627678885768,0.07329893163004568,0.03131121455425748,0.045715032088249445,0.0,0.062199447571839664,0.07430478728472051,0.015239228719482505,0.02912346855536793,0.019149499654047535,0.06592658284373623,0.0,0.06178321422375571,0.0664758838215856,0.06634440938406347,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0,0.05352877275721892,0.0
